"Name","Rarity","Category","Level","Price"
"Overloaded Brain Grenade","Unique","Alchemical Items","10","200 gp"
"Potion of Annulment (Lesser)","Rare","Consumables","10","200 gp"
"Retrieval Prism (Greater)","Common","Consumables","10","200 gp"
"Olfactory Obfuscator (Greater)","Common","Alchemical Items","10","225 gp"
"Immovable Tripod","Uncommon","Customizations","10","700 gp"
"Miter of Communion","Uncommon","Worn Items","10","800 gp"
"Choker of Elocution (Greater)","Common","Worn Items","10","850 gp"
"Conundrum Spectacles (Greater)","Uncommon","Worn Items","10","850 gp"
"Golem Stylus","Uncommon","Held Items","10","850 gp"
"Grail of Twisted Desires","Unique","Held Items","10","850 gp"
"Midday Lantern (Moderate)","Uncommon","Held Items","10","850 gp"
"Ring of Lies","Uncommon","Worn Items","10","850 gp"
"Talisman Cord","Uncommon","Worn Items","10","850 gp"
"True Name Amulet (Moderate)","Rare","Worn Items","10","850 gp"
"Twilight Lantern (Moderate)","Uncommon","Held Items","10","850 gp"
"Winged Boots","Common","Worn Items","10","850 gp"
"Wovenwood Shield (Moderate)","Uncommon","Shields","10","850 gp"
"Cold Iron Weapon (Standard-Grade)","Common","Weapons","10","880 gp (+88 gp per Bulk)"
"Explorer's Yurt","Common","Structures","10","880 gp"
"Silver Weapon (Standard-Grade)","Common","Weapons","10","880 gp (+88 gp per Bulk)"
"Aeon Stone (Pearlescent Pyramid)","Uncommon","Worn Items","10","900 gp"
"Anchoring","Uncommon","Runes","10","900 gp"
"Arctic Vigor","Uncommon","Tattoos","10","900 gp"
"Barding of the Zephyr","Common","Worn Items","10","900 gp"
"Book of Lingering Blaze","Common","Grimoires","10","900 gp"
"Clandestine Cloak (Greater)","Uncommon","Worn Items","10","900 gp"
"Daredevil Boots","Common","Worn Items","10","900 gp"
"Demon Mask (Greater)","Common","Worn Items","10","900 gp"
"Elemental Wayfinder (Water)","Uncommon","Worn Items","10","900 gp"
"Endless Grimoire (Greater)","Common","Grimoires","10","900 gp"
"Energy Robe (Electricity)","Uncommon","Worn Items","10","900 gp"
"Ghastly Cauldron","Uncommon","Other","10","900 gp"
"Maestro's Instrument (Moderate)","Common","Held Items","10","900 gp"
"North Wind's Night Verse","Uncommon","Weapons","10","900 gp"
"Numerian Steel Breastplate","Rare","Armor","10","900 gp"
"Presentable (Greater)","Uncommon","Runes","10","900 gp"
"Razmiri Wayfinder","Uncommon","Worn Items","10","900 gp"
"Scope of Limning","Common","Customizations","10","900 gp"
"South Wind's Scorch Song","Uncommon","Weapons","10","900 gp"
"Staff of Abjuration (Greater)","Common","Staves","10","900 gp"
"Staff of Conjuration (Greater)","Common","Staves","10","900 gp"
"Staff of Divination (Greater)","Common","Staves","10","900 gp"
"Staff of Enchantment (Greater)","Common","Staves","10","900 gp"
"Staff of Evocation (Greater)","Common","Staves","10","900 gp"
"Staff of Final Rest (Greater)","Uncommon","Staves","10","900 gp"
"Staff of Illusion (Greater)","Common","Staves","10","900 gp"
"Staff of Nature's Vengeance","Common","Staves","10","900 gp"
"Staff of Necromancy (Greater)","Common","Staves","10","900 gp"
"Staff of Providence (Greater)","Common","Staves","10","900 gp"
"Staff of Transmutation (Greater)","Common","Staves","10","900 gp"
"Star Chart Tattoo","Rare","Tattoos","10","900 gp"
"Thurible of Revelation (Moderate)","Common","Held Items","10","900 gp"
"Wondrous Figurine (Golden Lions)","Common","Held Items","10","900 gp"
"Ring of Counterspells","Uncommon","Worn Items","10","925 gp"
"Weapon Potency (+2)","Common","Runes","10","935 gp"
"Fire-Jump Ring","Uncommon","Worn Items","10","940 gp"
"Cloak of the Bat","Common","Worn Items","10","950 gp"
"Codebreaker's Parchment (Greater)","Common","Held Items","10","950 gp"
"Compass of Transpositional Awareness","Rare","Held Items","10","950 gp"
"Dinosaur Boots","Uncommon","Worn Items","10","950 gp"
"Electric Eelskin","Common","Armor","10","950 gp"
"Galvanic Mortal Coil","Rare","Held Items","10","970 gp"
"Forge Warden","Uncommon","Shields","10","975 gp"
"Ring of Energy Resistance (Greater)","Common","Worn Items","10","975 gp"
"Cape of the Mountebank","Uncommon","Worn Items","10","980 gp"
"Amaranthine Pavise","Uncommon","Shields","10","1000 gp"
"Blast Foot (Greater)","Common","Assistive Items","10","1000 gp"
"Breastplate of Command","Common","Armor","10","1000 gp"
"Dragon's Breath (4th-Level Spell)","Uncommon","Runes","10","1000 gp"
"Druid's Vestments","Common","Worn Items","10","1000 gp"
"Emerald Fulcrum Lens","Unique","Other","10","1000 gp"
"Exploration Lens (Detecting)","Uncommon","Held Items","10","1000 gp"
"Handwraps of Mighty Blows (+2 Striking)","Common","Worn Items","10","1000 gp"
"Impactful","Common","Runes","10","1000 gp"
"Invisibility (Greater)","Common","Runes","10","1000 gp"
"Magic Weapon (+2 Striking)","Common","Weapons","10","1000 gp"
"Ring of Wizardry (Type II)","Uncommon","Worn Items","10","1000 gp"
"Scarab Cuirass","Uncommon","Armor","10","1000 gp"
"Serrating","Uncommon","Runes","10","1000 gp"
"Shadow Signet","Common","Worn Items","10","1000 gp"
"Shining Shield","Uncommon","Shields","10","1000 gp"
"Sisterstone Armor (Standard-Grade)","Rare","Armor","10","1000 gp (plus 100 gp per Bulk)"
"Specialist's Ring","Common","Worn Items","10","1000 gp"
"Stone Circle","Uncommon","Structures","10","1000 gp"
"Sturdy Shield (Moderate)","Common","Shields","10","1000 gp"
"Wand of Crackling Lightning (4th-Level Spell)","Common","Wands","10","1000 gp"
"Wand of Hopeless Night (4th-Level Spell)","Common","Wands","10","1000 gp"
"Wand of Noisome Acid (4th-Level Spell)","Uncommon","Wands","10","1000 gp"
"Wand of Teeming Ghosts (4th-Level Spell)","Uncommon","Wands","10","1000 gp"
"Wand of Widening (4th-Level Spell)","Common","Wands","10","1000 gp"
"Warcaller's Chime of Dread","Uncommon","Held Items","10","1000 gp"
"Speedster","Rare","Vehicles","10","2900 gp"
"Cliff Crawler","Uncommon","Vehicles","10","3000 gp"
"Galley","Common","Vehicles","10","3000 gp"
"Sky Chariot, Medium","Uncommon","Vehicles","10","3000 gp"
"Fiendish Teleportation","Rare","Contracts","11","0"
"Icy Disposition","Rare","Contracts","11","0"
"Reaper's Grasp","Unique","Weapons","11","0"
"Oil of Repulsion","Common","Consumables","11","175 gp"
"Blightburn Resin","Common","Alchemical Items","11","225 gp"
"Juxtaposition Ammunition","Uncommon","Consumables","11","225 gp"
"Toadskin Salve (Major)","Uncommon","Alchemical Items","11","225 gp"
"Hunger Oil","Uncommon","Alchemical Items","11","235 gp"
"Acid Flask (Greater)","Common","Alchemical Items","11","250 gp"
"Alchemist's Fire (Greater)","Common","Alchemical Items","11","250 gp"
"Big Rock Bullet (Greater)","Uncommon","Consumables","11","250 gp"
"Blight Bomb (Greater)","Common","Alchemical Items","11","250 gp"
"Bloodhound Mask (Greater)","Common","Alchemical Items","11","250 gp"
"Bottled Lightning (Greater)","Common","Alchemical Items","11","250 gp"
"Cryomister (Greater)","Uncommon","Consumables","11","250 gp"
"Frost Vial (Greater)","Common","Alchemical Items","11","250 gp"
"Ghost Charge (Greater)","Common","Alchemical Items","11","250 gp"
"Mud Bomb (Greater)","Uncommon","Alchemical Items","11","250 gp"
"Necrotic Bomb (Greater)","Common","Alchemical Items","11","250 gp"
"Oil of Keen Edges","Uncommon","Consumables","11","250 gp"
"Pernicious Spore Bomb (Greater)","Uncommon","Alchemical Items","11","250 gp"
"Peshspine Grenade (Greater)","Uncommon","Alchemical Items","11","250 gp"
"Potion of Swimming (Greater)","Common","Consumables","11","250 gp"
"Pyronite","Rare","Alchemical Items","11","250 gp"
"Redpitch Bomb (Greater)","Rare","Alchemical Items","11","250 gp"
"Sixfingers Elixir (Moderate)","Uncommon","Alchemical Items","11","250 gp"
"Star Grenade (Greater)","Uncommon","Alchemical Items","11","250 gp"
"Tallow Bomb (Greater)","Uncommon","Alchemical Items","11","250 gp"
"Tanglefoot Bag (Greater)","Common","Alchemical Items","11","250 gp"
"Thunderstone (Greater)","Common","Alchemical Items","11","250 gp"
"Twigjack Sack (Greater)","Uncommon","Alchemical Items","11","250 gp"
"Water Bomb (Greater)","Uncommon","Alchemical Items","11","250 gp"
"Junk Bomb (Greater)","Uncommon","Alchemical Items","11","275 gp"
"Pressure Bomb (Greater)","Uncommon","Alchemical Items","11","275 gp"
"Sulfur Bomb (Greater)","Uncommon","Alchemical Items","11","275 gp"
"6th-Level Scroll","Common","Consumables","11","300 gp"
"Alignment Ampoule (Greater)","Uncommon","Alchemical Items","11","300 gp"
"Bestial Mutagen (Greater)","Common","Alchemical Items","11","300 gp"
"Cognitive Mutagen (Greater)","Common","Alchemical Items","11","300 gp"
"Drakeheart Mutagen (Greater)","Common","Alchemical Items","11","300 gp"
"Dread Ampoule (Greater)","Common","Alchemical Items","11","300 gp"
"Energy Mutagen (Greater)","Uncommon","Alchemical Items","11","300 gp"
"Ghostshot Wrapping","Common","Consumables","11","300 gp"
"Golden Spur","Uncommon","Consumables","11","300 gp"
"Juggernaut Mutagen (Greater)","Common","Alchemical Items","11","300 gp"
"Lesser Swapping Stone","Uncommon","Consumables","11","300 gp"
"Lion Claw","Common","Consumables","11","300 gp"
"Potion of Disguise (Greater)","Uncommon","Consumables","11","300 gp"
"Quicksilver Mutagen (Greater)","Common","Alchemical Items","11","300 gp"
"Serene Mutagen (Greater)","Common","Alchemical Items","11","300 gp"
"Silencing Shot","Common","Consumables","11","300 gp"
"Silvertongue Mutagen (Greater)","Common","Alchemical Items","11","300 gp"
"Skeptic's Elixir (Greater)","Uncommon","Alchemical Items","11","300 gp"
"Spellstrike Ammunition (Type V)","Common","Consumables","11","300 gp"
"Vexing Vapor (Greater)","Uncommon","Alchemical Items","11","300 gp"
"War Blood Mutagen (Greater)","Uncommon","Alchemical Items","11","300 gp"
"Necklace of Fireballs IV","Common","Worn Items","11","700 gp"
"Nightmare Cudgel","Uncommon","Weapons","11","1000 gp"
"Armor Potency (+2)","Common","Runes","11","1060 gp"
"Cassock of Devotion","Common","Worn Items","11","1150 gp"
"Ring of Maniacal Devices","Common","Worn Items","11","1175 gp"
"Singing Bowl of the Versatile Stance","Uncommon","Held Items","11","1175 gp"
"Bag of Holding (Type III)","Common","Held Items","11","1200 gp"
"Brooch of Inspiration (Greater)","Uncommon","Worn Items","11","1200 gp"
"Cold Iron Armor (Standard-Grade)","Common","Armor","11","1200 gp (+120 gp per Bulk)"
"Crafter's Eyepiece (Greater)","Common","Worn Items","11","1200 gp"
"Envisioning Mask","Common","Worn Items","11","1200 gp"
"Fulcrum Lattice","Unique","Other","11","1200 gp"
"Gamepiece Chariot","Rare","Held Items","11","1200 gp"
"Guardian Shield","Uncommon","Shields","11","1200 gp"
"Hopeful","Uncommon","Runes","11","1200 gp"
"Implacable","Uncommon","Runes","11","1200 gp"
"Inubrix Armor (Standard-Grade)","Rare","Armor","11","1200 gp (+120 gp per Bulk)"
"Quill of Passage","Uncommon","Held Items","11","1200 gp"
"Rat-Catcher Trident","Uncommon","Weapons","11","1200 gp"
"Ready (Greater)","Common","Runes","11","1200 gp"
"Resonating Ammunition","Common","Consumables","11","1200 gp"
"Silver Armor (Standard-Grade)","Common","Armor","11","1200 gp (+120 gp per Bulk)"
"Sisterstone Weapon (Standard-Grade)","Rare","Weapons","11","1200 gp (plus 120 gp per Bulk)"
"Spectacles of Understanding (Greater)","Uncommon","Worn Items","11","1200 gp"
"Stoneraiser Javelin","Uncommon","Weapons","11","1200 gp"
"Boots of Elvenkind (Greater)","Common","Worn Items","11","1250 gp"
"Ebon Marionette","Uncommon","Held Items","11","1250 gp"
"Floating Shield","Uncommon","Shields","11","1250 gp"
"Gloaming Arc","Uncommon","Weapons","11","1250 gp"
"Goggles of Night (Greater)","Common","Worn Items","11","1250 gp"
"Gorget of the Primal Roar","Common","Worn Items","11","1250 gp"
"Insistent Door Knocker (Greater)","Common","Held Items","11","1250 gp"
"Sealing Chest (Greater)","Uncommon","Held Items","11","1250 gp"
"Skeleton Key (Greater)","Common","Held Items","11","1250 gp"
"Spirit-Singer (Incredible)","Rare","Adventuring Gear","11","1250 gp"
"Spore Sap","Uncommon","Weapons","11","1250 gp"
"Wardrobe Stone (Moderate)","Uncommon","Held Items","11","1250 gp"
"Dawnlight (Major)","Uncommon","Held Items","11","1300 gp"
"Doubling Rings (Greater)","Common","Worn Items","11","1300 gp"
"Hauling (Greater)","Uncommon","Runes","11","1300 gp"
"Oathbow","Common","Weapons","11","1300 gp"
"Staff-Storing Shield (Greater)","Common","Shields","11","1300 gp"
"Arrow-Catching Shield","Common","Shields","11","1350 gp"
"Blazons of Shared Power (Greater)","Common","Worn Items","11","1350 gp"
"Adamantine Weapon (Standard-Grade)","Uncommon","Weapons","11","1400 gp (+140 gp per Bulk)"
"Alchemist Goggles (Greater)","Common","Worn Items","11","1400 gp"
"Anarchic","Common","Runes","11","1400 gp"
"Axiomatic","Common","Runes","11","1400 gp"
"Buzzsaw Axe","Common","Weapons","11","1400 gp"
"Darkwood Weapon (Standard-Grade)","Uncommon","Weapons","11","1400 gp (+140 gp per Bulk)"
"Dragon Rune Bracelet","Uncommon","Worn Items","11","1400 gp"
"Etheric Essence Disruptor (Greater)","Uncommon","Consumables","11","1400 gp"
"Gloaming Shard","Common","Weapons","11","1400 gp"
"Hex Blaster","Unique","Weapons","11","1400 gp"
"Holy","Common","Runes","11","1400 gp"
"Holy Prayer Beads (Greater)","Uncommon","Held Items","11","1400 gp"
"Inubrix Weapon (Standard-Grade)","Rare","Weapons","11","1400 gp (+140 gp per Bulk)"
"Magic Armor (+2 Resilient)","Common","Armor","11","1400 gp"
"Material Essence Disruptor (Greater)","Uncommon","Consumables","11","1400 gp"
"Mithral Weapon (Standard-Grade)","Uncommon","Weapons","11","1400 gp (+140 gp per Bulk)"
"Ochre Fulcrum Lens","Unique","Other","11","1400 gp"
"Redeemer's Pistol","Unique","Weapons","11","1400 gp"
"Siccatite Weapon (Standard-Grade)","Rare","Weapons","11","1400 gp (+140 gp per Bulk)"
"Staff of Nature's Cunning (Greater)","Common","Staves","11","1400 gp"
"Tiger's Claw","Rare","Weapons","11","1400 gp"
"Unholy","Common","Runes","11","1400 gp"
"Wand of Overflowing Life (4th-Level Spell)","Common","Wands","11","1400 gp"
"Wand of Spiritual Warfare (4th-Level)","Uncommon","Wands","11","1400 gp"
"Wand of the Spider (4th-Level Spell)","Common","Wands","11","1400 gp"
"Magic Wand (5th-Level Spell)","Common","Wands","11","1500 gp"
"Wand of Continuation (4th-Level Spell)","Common","Wands","11","1500 gp"
"Wand of Thundering Echoes (4th-Level)","Uncommon","Wands","11","1500 gp"
"Shadow Manse","Rare","Structures","11","1550 gp"
"Apparatus of the Octopus","Uncommon","Vehicles","11","4000 gp"
"Shark Diver","Uncommon","Vehicles","11","4200 gp"
"Sea Touch Elixir (Moderate)","Common","Alchemical Items","12","300 gp"
"Stone Body Mutagen (Moderate)","Uncommon","Alchemical Items","12","300 gp"
"Dragonfly Potion","Uncommon","Consumables","12","310 gp"
"Quickmelt Slick (Greater)","Uncommon","Alchemical Items","12","310 gp"
"Vermin Repellent Agent (Greater)","Uncommon","Alchemical Items","12","315 gp"
"Bleeding Spines Snare","Common","Snares","12","320 gp"
"Chameleon Suit (Major)","Uncommon","Consumables","12","320 gp"
"Fade Band","Common","Consumables","12","320 gp"
"Potion of Tongues","Uncommon","Consumables","12","320 gp"
"Salamander Elixir (Moderate)","Common","Alchemical Items","12","320 gp"
"Scything Blade Snare","Common","Snares","12","320 gp"
"Stunning Snare","Common","Snares","12","320 gp"
"Winter Wolf Elixir (Moderate)","Common","Alchemical Items","12","320 gp"
"Focus Cathartic (Greater)","Common","Alchemical Items","12","325 gp"
"Mage Bane","Uncommon","Alchemical Items","12","325 gp"
"Salve of Antiparalysis (Greater)","Common","Consumables","12","325 gp"
"Sinew-Shock Serum (Greater)","Common","Alchemical Items","12","325 gp"
"Slumber Wine","Common","Alchemical Items","12","325 gp"
"Spell-Eating Pitch","Uncommon","Alchemical Items","12","325 gp"
"Stonethroat Ammunition","Uncommon","Consumables","12","325 gp"
"Universal Solvent (Greater)","Common","Alchemical Items","12","325 gp"
"Oil of Animation","Uncommon","Consumables","12","330 gp"
"Banquet of Hungry Ghost","Common","Consumables","12","350 gp"
"Blackfinger Blight","Rare","Alchemical Items","12","350 gp"
"Crystal Shards (Greater)","Common","Alchemical Items","12","350 gp"
"Dazzling Rosary (Greater)","Common","Consumables","12","350 gp"
"Fire and Iceberg (greater)","Uncommon","Alchemical Items","12","350 gp"
"Incense of Distilled Death","Common","Consumables","12","350 gp"
"Phoenix Flask","Common","Consumables","12","350 gp"
"Thrice-Fried Mudwings","Uncommon","Consumables","12","350 gp"
"Bottled Sunlight (Greater)","Common","Alchemical Items","12","360 gp"
"Exsanguinating Ammunition (Major)","Common","Alchemical Items","12","360 gp"
"Applereed Mutagen (Moderate)","Rare","Alchemical Items","12","400 gp"
"Balisse Feather","Common","Consumables","12","400 gp"
"Dragon's Breath Potion (Adult)","Common","Consumables","12","400 gp"
"Explosive Mine (Greater)","Uncommon","Consumables","12","400 gp"
"Eye of Apprehension","Common","Consumables","12","400 gp"
"Healing Potion (Greater)","Common","Consumables","12","400 gp"
"Iron Equalizer","Common","Consumables","12","400 gp"
"Meteor Shot (Greater)","Uncommon","Consumables","12","400 gp"
"Oil of Unlife (Greater)","Common","Consumables","12","400 gp"
"Penetrating Ammunition","Common","Consumables","12","400 gp"
"Plasma Hype","Rare","Alchemical Items","12","400 gp"
"Potion of Retaliation (Greater)","Common","Consumables","12","400 gp"
"Shrieking Skull","Common","Consumables","12","400 gp"
"Vaccine (Greater)","Rare","Alchemical Items","12","400 gp"
"Striking (Greater)","Common","Runes","12","1065 gp"
"Grisantian Hide Object (Standard-Grade)","Rare","Materials","12","1200 gp (per Bulk)"
"Adamantine Armor (Standard-Grade)","Uncommon","Armor","12","1600 gp (+160 gp per Bulk)"
"Darkwood Armor (Standard-Grade)","Uncommon","Armor","12","1600 gp (+160 gp per Bulk)"
"Dragonhide Armor (Standard-Grade)","Uncommon","Armor","12","1600 gp (+160 gp per Bulk)"
"Lich Soul Cage","Rare","Held Items","12","1600 gp"
"Mithral Armor (Standard-Grade)","Uncommon","Armor","12","1600 gp (+160 gp per Bulk)"
"Noqual Armor (Standard-Grade)","Rare","Armor","12","1600 gp (+160 gp per Bulk)"
"Noqual Weapon (Standard-Grade)","Rare","Weapons","12","1600 gp (+160 gp per Bulk)"
"Siccatite Armor (Standard-Grade)","Rare","Armor","12","1600 gp (+160 gp per Bulk)"
"Soul Cage","Rare","Held Items","12","1600 gp"
"Sovereign Steel Weapon (Standard-Grade)","Rare","Weapons","12","1600 gp (+160 gp per Buk)"
"Alluring Scarf (Greater)","Uncommon","Held Items","12","1650 gp"
"Energy-Resistant (Greater)","Common","Runes","12","1650 gp"
"Jawbreaker Shield","Uncommon","Shields","12","1650 gp"
"Spirit-Singer (Incredible Handheld)","Rare","Adventuring Gear","12","1650 gp"
"Four-Ways Dogslicer","Uncommon","Weapons","12","1700 gp"
"Queasy Lantern (Moderate)","Uncommon","Held Items","12","1700 gp"
"Rune of Sin","Uncommon","Tattoos","12","1700 gp"
"Tidal Fishhook","Rare","Weapons","12","1700 gp"
"Cloak of Elvenkind (Greater)","Common","Worn Items","12","1750 gp"
"Cordelia's Construct Key (Greater)","Uncommon","Worn Items","12","1750 gp"
"Exploration Lens (Investigating)","Uncommon","Held Items","12","1750 gp"
"Five-Feather Wreath (Major)","Common","Spellhearts","12","1750 gp"
"Flaming Star (Major)","Common","Spellhearts","12","1750 gp"
"Hummingbird Wayfinder","Uncommon","Worn Items","12","1750 gp"
"Quick Runner's Shirt (Greater)","Uncommon","Worn Items","12","1750 gp"
"Ring of Climbing","Common","Worn Items","12","1750 gp"
"Ring of Swimming","Common","Worn Items","12","1750 gp"
"Staff of the Desert Winds (Greater)","Common","Staves","12","1750 gp"
"Verdant Staff (Greater)","Common","Staves","12","1750 gp"
"Codex of Unimpeded Sight (Greater)","Common","Grimoires","12","1800 gp"
"Djezet Armor (Standard-Grade)","Rare","Armor","12","1800 gp (+180 gp per Bulk)"
"Djezet Weapon (Standard-Grade)","Rare","Weapons","12","1800 gp (+180 gp per Bulk)"
"Dread (Moderate)","Uncommon","Runes","12","1800 gp"
"Grisantian Pelt Armor (Standard-Grade)","Rare","Armor","12","1800 gp (+180 gp per Bulk)"
"Hat of Many Minds","Common","Worn Items","12","1800 gp"
"Marvelous Medicines","Common","Held Items","12","1800 gp"
"Mentalist's Staff (Major)","Common","Staves","12","1800 gp"
"Perfect Droplet (Major)","Common","Spellhearts","12","1800 gp"
"Reading Ring (Greater)","Common","Assistive Items","12","1800 gp"
"Ring of Stoneshifting","Uncommon","Worn Items","12","1800 gp"
"Ringmaster's Staff (Greater)
","Uncommon","Staves","12","1800 gp"
"Spider Chair","Uncommon","Assistive Items","12","1800 gp"
"Staff of Fire (Major)","Common","Staves","12","1800 gp"
"Staff of Healing (Major)","Common","Staves","12","1800 gp"
"Staff of Impossible Visions (Greater)","Uncommon","Staves","12","1800 gp"
"Stampede Medallion","Common","Worn Items","12","1800 gp"
"Wind-up Wings (Homing)","Rare","Adventuring Gear","12","1800 gp"
"Cloak of the False Foe","Common","Worn Items","12","1850 gp"
"Staff of the Black Desert","Uncommon","Staves","12","1850 gp"
"Violet Ray","Rare","Adventuring Gear","12","1893 gp"
"Aeon Stone (Pink Rhomboid)","Uncommon","Worn Items","12","1900 gp"
"Animal Staff (Major)","Common","Staves","12","1900 gp"
"Broom of Flying","Common","Held Items","12","1900 gp"
"Bullhook (Greater)
","Uncommon","Held Items","12","1900 gp"
"Goz Mask (Major)","Uncommon","Worn Items","12","1900 gp"
"Nosoi Charm","Rare","Held Items","12","1900 gp"
"Rampart Shield","Uncommon","Shields","12","1900 gp"
"Trinity Geode (Major)","Common","Spellhearts","12","1900 gp"
"Abysium Armor (Standard-Grade)","Rare","Armor","12","2000 gp (+200 gp per Bulk)"
"Abysium Weapon (Standard-Grade)","Rare","Weapons","12","2000 gp (+200 gp per Bulk)"
"Aeon Stone (Black Pearl)","Uncommon","Worn Items","12","2000 gp"
"Berserker's Cloak","Common","Worn Items","12","2000 gp"
"Brilliant","Common","Runes","12","2000 gp"
"Crown of the Fire Eater (Greater)","Uncommon","Worn Items","12","2000 gp"
"Dragon's Breath (5th-Level Spell)","Uncommon","Runes","12","2000 gp"
"Ebon Fulcrum Lens","Unique","Other","12","2000 gp"
"Fearsome (Greater)","Common","Runes","12","2000 gp"
"Fortification","Common","Runes","12","2000 gp"
"Grim Sandglass (Major)","Common","Spellhearts","12","2000 gp"
"Handwraps of Mighty Blows (+2 Greater Striking)","Common","Worn Items","12","2000 gp"
"Lucky Draw Bandolier (Greater)","Uncommon","Worn Items","12","2000 gp"
"Magic Weapon (+2 Greater Striking)","Common","Weapons","12","2000 gp"
"Mammoth Bow","Unique","Weapons","12","2000 gp"
"Old Tillimaquin","Unique","Other","12","2000 gp"
"Peachwood Weapon (Standard-Grade)","Uncommon","Weapons","12","2000 gp (+200 gp per Bulk)"
"Ring of Wizardry (Type III)","Uncommon","Worn Items","12","2000 gp"
"Staff of the Dreamlands (Greater)","Uncommon","Staves","12","2000 gp"
"Wand of Smoldering Fireballs (5th-Level Spell)","Common","Wands","12","2000 gp"
"Wand of Teeming Ghosts (5th-Level Spell)","Uncommon","Wands","12","2000 gp"
"Wand of Widening (5th-Level Spell)","Common","Wands","12","2000 gp"
"Warcaller's Chime of Restoration","Uncommon","Held Items","12","2000 gp"
"Airship","Rare","Vehicles","12","6000 gp"
"Duchy Defender","Rare","Intelligent Items","13","0"
"Dragon's Blood Pudding (Greater)","Uncommon","Alchemical Items","13","425 gp"
"Binding Coil (Greater)","Common","Consumables","13","450 gp"
"Deathcap Powder","Common","Alchemical Items","13","450 gp"
"Golden Branding Iron (Major)","Uncommon","Consumables","13","450 gp"
"Panacea","Uncommon","Consumables","13","450 gp"
"Spectral Nightshade","Uncommon","Alchemical Items","13","450 gp"
"Gorgon's Breath","Uncommon","Alchemical Items","13","475 gp"
"Camp Shroud (Greater)","Uncommon","Consumables","13","500 gp"
"Daylight Vapor","Uncommon","Alchemical Items","13","500 gp"
"Healer's Gel (Greater)","Common","Consumables","13","500 gp"
"Metalmist Sphere (Greater)","Uncommon","Alchemical Items","13","500 gp"
"Purple Worm Venom","Common","Alchemical Items","13","500 gp"
"Thunderbird Tuft (Major)","Common","Consumables","13","500 gp"
"Explosive Ammunition (Greater)","Common","Consumables","13","520 gp"
"Force Tiles","Common","Consumables","13","525 gp"
"Mending Lattice","Uncommon","Consumables","13","525 gp"
"Purple Worm Repellent","Uncommon","Alchemical Items","13","550 gp"
"Singularity Ammunition","Uncommon","Consumables","13","550 gp"
"7th-Level Scroll","Common","Consumables","13","600 gp"
"Ablative Armor Plating (Major)","Uncommon","Consumables","13","600 gp"
"Ablative Shield Plating (Major)","Uncommon","Consumables","13","600 gp"
"Djezet Dose","Rare","Consumables","13","600 gp"
"Elixir of Life (Greater)","Common","Alchemical Items","13","600 gp"
"Spellstrike Ammunition (Type VI)","Common","Consumables","13","600 gp"
"Time Shield Potion","Common","Consumables","13","600 gp"
"Necklace of Fireballs V","Common","Worn Items","13","1600 gp"
"Tentacle Cannon (Greater)","Uncommon","Weapons","13","2000 gp"
"Aeon Stone (Pale Lavender Ellipsoid)","Uncommon","Worn Items","13","2200 gp"
"Blightburn Ward","Uncommon","Worn Items","13","2300 gp"
"Bag of Holding (Type IV)","Common","Held Items","13","2400 gp"
"Sovereign Steel Armor (Standard-Grade)","Rare","Armor","13","2400 gp (+240 gp per Buk)"
"Slates of Distant Letters","Common","Held Items","13","2450 gp"
"Celestial Armor","Common","Armor","13","2500 gp"
"Demon Armor","Common","Armor","13","2500 gp"
"Elven Chain (Standard-Grade)","Uncommon","Armor","13","2500 gp"
"Forgotten Shell","Rare","Armor","13","2500 gp"
"Harmonic Hauberk","Uncommon","Armor","13","2500 gp"
"Ivory Baton","Rare","Held Items","13","2500 gp"
"Skarja's Heartstone","Uncommon","Worn Items","13","2500 gp ((1000 gp when nonmagical))"
"Stanching (Major)","Uncommon","Runes","13","2500 gp"
"Winged","Common","Runes","13","2500 gp"
"Wizard's Tower","Uncommon","Structures","13","2500 gp"
"Wovenwood Shield (Greater)","Uncommon","Shields","13","2550 gp"
"Mail of Luck","Common","Armor","13","2600 gp"
"Dancing","Uncommon","Runes","13","2700 gp"
"Eye of Fortune","Common","Worn Items","13","2700 gp"
"Ring of the Ram (Greater)","Common","Worn Items","13","2700 gp"
"Spell-Bastion","Uncommon","Runes","13","2700 gp"
"Spell-Storing","Uncommon","Runes","13","2700 gp"
"Wondrous Figurine (Marble Elephant)","Common","Held Items","13","2700 gp"
"Dwarven Thrower","Common","Weapons","13","2750 gp"
"Homeward Wayfinder","Uncommon","Worn Items","13","2750 gp"
"Horned Hand Rests (Greater)","Common","Worn Items","13","2750 gp"
"Invisible Chain Shirt","Common","Armor","13","2750 gp"
"Paired (Major)","Uncommon","Runes","13","2750 gp"
"Anchor Spear","Uncommon","Weapons","13","2800 gp"
"Ankylostar","Uncommon","Weapons","13","2800 gp"
"Bloodbane (Greater)","Uncommon","Runes","13","2800 gp"
"Bomber's Saddle","Uncommon","Worn Items","13","2800 gp"
"Flame Tongue","Common","Weapons","13","2800 gp"
"Noxious Jerkin","Rare","Armor","13","2800 gp"
"Knapsack of Halflingkind (Greater)","Uncommon","Worn Items","13","2850 gp"
"Blade of Four Energies","Common","Weapons","13","3000 gp"
"Boots of Speed","Common","Worn Items","13","3000 gp"
"Broken Tusk Pendant (Greater)","Rare","Worn Items","13","3000 gp"
"Communication Pendants","Rare","Worn Items","13","3000 gp"
